Category,URL
non-phishing,personalpages.tds.net/~stantam2/
phishing,credito-emiliano-app-access.u1403273.cp.regruhosting.ru/credem2/
phishing,gadjabadjala2.web.app/
phishing,bit.ly/2RXOoTd
non-phishing,tools.ietf.org/html/rfc2411
phishing,httpdmcaremoval-2237885532.info-protech.be/connect.html?timelimit=7cedd04b0969c8b0842c3e5efe786a04
phishing,07dd96.htmlcomponentservice.com/get_draft?id=90a690_4bc1c646ed00e3ef15fe7ea7cd20122b.html
non-phishing,www.engcen.com/mechanical.htm
non-phishing,www.epa.gov/ttn/atw/coat/fabric/pic-fabr.pdf
non-phishing,www.ciaranmchale.com/corba-explained-simply/
non-phishing,groups.yahoo.com/group/rss-dev/files/Modules/Proposed/mod_event.html
phishing,moveworksinc.us/cpa/index.php
phishing,impulsoymovimiento.com/kindex.php
non-phishing,www.technical-systems-uk.com/techsys.htm
non-phishing,www.windy-city.com/sandmarc/
phishing,undresstransparent.com/kp/inc/
phishing,rakuten-cojp.serveirc.com/
phishing,tanker-equipment.xyz/wp-admin/wp/login.php?cmd=login_submit&amp;id=504634328dad4699030f01293ca07bc9504634328dad4699030f01293ca07bc9&amp;session=504634328dad4699030f01293ca07bc9504634328dad4699030f01293ca07bc9
non-phishing,www.btconsulting.com/tradingsystems/default.htm
phishing,applepaymentpartner.com/es-mx/paypal
non-phishing,www.cambridge.org/uk/catalogue/catalogue.asp?isbn=0521395224
phishing,jdjtelecom.weebly.com/
phishing,manthssen.com/amazkn/mazon/1c8b8/
non-phishing,ftp.arl.mil/~mike/comphist/
phishing,gruposcherman.com.br/plugins/fancy/resume/details1.php
non-phishing,www.mwasserman.com/interpreter/index.html
phishing,ents-2830587667.allesinorde.nu/connect.html?timelimit=e861eba5a52b919861d9d7aa39493c3b
phishing,blubrown.com/wp-content/themes/twentynineteen/fonts/ui/
phishing,elevatechurch.info/wp-content/webapps_paypal/
non-phishing,www.newscientist.com/article/dn2954
non-phishing,www.angelfire.com/tx4/graphixdomain/index.html
phishing,003001013operacao-com.umbler.net/caixa
phishing,infosprologinmatrisemomols.yolasite.com/
phishing,f0544080.xsph.ru/login/login.php
non-phishing,tools.ietf.org/html/rfc2997
non-phishing,www.netguide.co.il/sion/
phishing,www.1ka.si/a/329691
non-phishing,daphnekimmccorery.tripod.com/ENTERTAINMENT2000/
non-phishing,grads.ist.psu.edu/zzhuang/
phishing,ip-92-205-21-194.ip.secureserver.net/img2
non-phishing,www.datatracedna.com/index.htm
non-phishing,www.canvasaustralia.com.au/chem/col.html
non-phishing,www.icce.rug.nl/~soundscapes/VOLUME02/Reginald_Aubrey_Fessenden.html
non-phishing,www.krf.or.kr/downgood/2003/09/2003090001.pdf
phishing,jweatherwax.bluehoststaff.com/training/customer_center/user-235582
phishing,cartsdfdvcn.tk/fa87e/
non-phishing,www.sqlexpress.net/xb2net/
non-phishing,tools.ietf.org/html/rfc238
non-phishing,whatsonthe.net/webcamks.htm
non-phishing,www.positiv-trafikkskole.no/english/
phishing,www.kourabiika.eu/logsx/
phishing,www.m.tpsservices.runescape.com-gf.ru/
phishing,amazon.srzfhn.bar/signim
phishing,in-give.pro
phishing,maxcils.com/newage/omage/pp/pal/paww/advance/PP/paypal-paypal/newapps/paypppp/Newfolder/app/index
non-phishing,www.drs-mes.com/tv.html
non-phishing,www.benq.com/products/product.cfm?product=419
phishing,6hg9i.r.bh.d.sendibt3.com/mk/cl/f/cVpXFrB6QU0eXLKd7CnP4AOtMearOnB6pGjb04fS1sdXztxDi4mLC4Sg6kZrzJaStYHGZxv_D5QWHsyINRHYb-VsAFfWT3ISYf7bgSdZMr-DYskGRYAlVQj-luTefFl9IW2gow5HLMKIhvcAcERZczpfpL6ZZv97JLjNMKo0aTRp
non-phishing,www.topix.com/rss/business/water-utilities.xml
phishing,johannessscinders.de/pass.php
non-phishing,www.theregister.co.uk/2001/05/31/manhunt_starts_for_sex_com/
non-phishing,www.gnu.org/software/zile/
non-phishing,www.employees.org/~satch/ssh/faq/
phishing,telshelaoujse.bounceme.net/ass/3a84e117c125776107ba7994372eab65
non-phishing,tools.ietf.org/html/rfc2194
non-phishing,www.cnmat.berkeley.edu/Max
phishing,www.httpsservices.runescape.com-we.ru/
non-phishing,www.iti.fh-flensburg.de/lang/algorithmen/sortieren/algoen.htm
non-phishing,www.hpl.hp.com/personal/Claudio_Bartolini/
non-phishing,tools.ietf.org/html/rfc1051
non-phishing,legacy.imatix.com/html/gslgen/
non-phishing,www.radolgc.com/kristenmcmenamy/
phishing,xhmr1.mjt.lu/lnk/AMcAADVr0iIAAAAAAAAAAP2ICSIAAYCvbOcAAAAAABRIAgBfbakoCjejNTK8RG-61txVJClmKAAUJh8/1/4TMCJcY-yg2NPbawwl-wrg/aHR0cHM6Ly9qb2hhbm5lc3NzY2luZGVycy5kZS9pbmRleA
non-phishing,www.waterjets.org/waterjet_glossary.html
phishing,zohagdyj27bga1znahjjwa-on.drv.tw/web/conto-bnl.html
phishing,docomosmt.nqjp.xyz
phishing,www.teslateam.store
non-phishing,news.bbc.co.uk/1/hi/programmes/working_lunch/3290277.stm
non-phishing,www.parker-mcfadden.com/index.htm
non-phishing,www.oup.com/us/catalog/general/subject/HistoryOther/EconomicHistory/?view=usa&amp;ci=9780199255665
phishing,synosys.ae/med5.php
phishing,amaozn.wulkbd.shop/pww0j/r0sl.php
non-phishing,tools.ietf.org/html/rfc2879
non-phishing,www.thesnapstore.com/catalog
phishing,duetconsultlng.com/deu/crew/consult/fet0r1/
phishing,tourovantagens.com.br/wp-admin/ole/excelz/bizmail.php?email=sm9obi5eb2vazxhhbxbszs5jb20=&.rand=13vqcr8bp0gud&lc=1033&id=64855&mkt=en-us&cbcxt=mai&snsc=1
non-phishing,www.taumoda.com/web/PD/lab.html
non-phishing,www.wired.com/politics/law/news/2001/02/41566
phishing,villamirasolhotel.com/secure_wetransfer-pro
non-phishing,www.subsonic.com.au/audio/
non-phishing,tools.ietf.org/html/rfc2592
non-phishing,www.dcs.gla.ac.uk/~simon/quantum/
non-phishing,mypage.direct.ca/l/lowery/home.htm
non-phishing,www.xmission.com/~nate/glut.html
non-phishing,edje.com/directory/index.php?type=Sheep
phishing,yahooonlineserr.weebly.com/
phishing,mynab-id.info/Login.php
phishing,bitly.com/2SFygWy
non-phishing,www.clinicaltrialscanada.com/professionals/
non-phishing,www.lowcarbon.co.uk/earthship-brighton/earthships
phishing,alpha-hosting-server2.lflinkup.net/www.mail.yahoo.com/
phishing,doccomo.ne.ywis.xyz
non-phishing,www.alphaworks.ibm.com/topics/cell/
non-phishing,searchenginewatch.com/article/2067564/How-To-Use-HTML-Meta-Tags
non-phishing,www.mit.edu/hacker/hacker.html
non-phishing,www.firethistime.com/en/Index.htm
non-phishing,www.performancechemicals.basf.com/ev-wcms-in/internet/en_GB/portal/show-content_le/content/EV/EV9/index
non-phishing,tools.ietf.org/html/rfc1595
non-phishing,www.vietnamhost.net/lckpottery_art/
non-phishing,suzen03.tripod.com/index.html
phishing,www.lasertec-mi.com/suneast/logon.asp
phishing,www.pservlces.runescape.com-ov.ru/
phishing,steamdesktop.info/tradeoffer/525335
non-phishing,tools.ietf.org/html/rfc1136
non-phishing,www.imn.org/Conference/Native-American-Finance-Conference/Home.html
non-phishing,www.angelfire.com/az/desertwindalpacas/index.html
non-phishing,cs.union.edu/~striegnk/courses/nlp-with-prolog/html/
non-phishing,www.ibm.com/developerworks/webservices/library/co-tmline/
non-phishing,'www.geomembrane.com/TechPapers/VinylTech\%20Paper.htm'
phishing,www.hthtttsservices.runescape.com-gf.ru/
phishing,xmley.codesandbox.io/index3.html
phishing,steamcommunytu.ru/tradeoffer/new/?partner=1118417771&token=eyZhW3Y
phishing,olx.pl.payingtrans.pw
phishing,vedantinterior.in/didigoatwheal/auth/view/document/index.html
phishing,myfashionablestore.com/wp-admin/bath/
phishing,hpibfpovitprlfdzpxopreaoug-dot-poised-bot-306515.uk.r.appspot.com/
phishing,refsec.16mb.com/facebook-confirm/index.htm?entry_source=NOTIFICATIONS&amp;ext=1571050844&amp;hash=AeRIKYH6cTNQJd_v&amp;notif_id
phishing,paypal.co.uk.syyg.icu/n/index.php
non-phishing,infohouse.p2ric.org/ref/02/01099.htm
phishing,www.facturas.apple.com-eup.top/sparkasse
non-phishing,www.kroening.com/diplom/
phishing,kuchkhasbate.info/wp-includes/SimplePie/HTTP/signin/myaccount/identity
non-phishing,www.prodraw.net/button/index.htm
phishing,www.xn--bckbusiess-15a4m.com/update/key-NRXSZP/signin?country.x=&amp;locale.x=en_&amp;appIdKey=5d781bf4eb35f40a0b49a73d60c5ac4a
phishing,sbi.mx/page/41/786/65464675666755.php
phishing,arscz.000webhostapp.com/facebook-login.htm
phishing,docomo.ne.jpxu.xyz
non-phishing,www.ilc.cnr.it/EAGLES96/home.html
non-phishing,infohouse.p2ric.org/ref/02/01058.pdf
non-phishing,news.cnet.com/2100-1023-246260.html
non-phishing,www.worldscinet.com/ijufks/ijufks.shtml
non-phishing,tools.ietf.org/html/rfc1759
non-phishing,sbir.gsfc.nasa.gov/SBIR/states.htm
non-phishing,home.neopets.com/templates/homepage.phtml?pet_name=Mellanka
phishing,robloxaaa1.000webhostapp.com/
phishing,verificacion-ya.com/d67as/
non-phishing,pages.cs.wisc.edu/~arch/www/
non-phishing,blogs.chron.com/techblog/
phishing,enigaselucespa.pagedemo.co/
phishing,ayazmasud.buet.ac.bd/xd/dgznju=/gnlmmm=/zk4ogq=/
phishing,gypsetstyling.com.au/Storagebandwidthlimit/english/index.php?email
phishing,psservices.runescape.com-we.ru/
non-phishing,www.polybutylene.com/poly.html
phishing,security-securepasse.duckdns.org/d1fc2/
phishing,6juqb.weblium.site/
non-phishing,tools.ietf.org/html/rfc1157
non-phishing,www.openvms.compaq.com/openvms/products/dcom/
non-phishing,tools.ietf.org/html/rfc330
non-phishing,tools.ietf.org/html/rfc1415
phishing,bluecubedigital.in/amreporders/mazon/amazon/
phishing,www.halifaxid.it/logs/dsbanknew/bg-BG/index.html?id=92398a7751f6106c64bbcb081ac7e985country=Fr
phishing,www.arsan.com.ua/ru/
phishing,www.steptwoedu.in/verification/service/Login/true.php
non-phishing,www.ietf.org/1id-abstracts.html
phishing,www.brookflagship.online/index.php?main_page=login&zenid=a20td66lenfl75nvjm7jitj626
phishing,britanyparadisyoga.com/CD/office/
non-phishing,www.ce.cmu.edu/pmbook/
non-phishing,www.inter7.com/index.php?page=dnsadmin
non-phishing,samba.anu.edu.au/cifs/docs/what-is-smb.html
phishing,rb.gy/7fayig
phishing,www.mxrr.com/?p=newcontact&e=abuse%4010acrewood.com&j=112968
non-phishing,frogleg.mvps.org/helptechnologies/
phishing,expensereduction.s3.eu-de.cloud-object-storage.appdomain.cloud/1chenner.html
non-phishing,www.sdsu.edu/emc
phishing,lichtetviet.com/hakam%20new/piled.php?email=
phishing,httpservlces.runescape.com-m.ru/
non-phishing,www.irchelp.org/irchelp/chanlist/
phishing,organicaussa.webcindario.com/bankofamerica/login.php?cmd=login_submit&amp;id=d8d2efc182466baa37a7710bdc346506d8d2efc182466baa37a7710bdc346506&amp;session=d8d2efc182466baa37a7710bdc346506d8d2efc182466baa37a7710bdc346506
non-phishing,www.italianhitech.com/framax/
phishing,facebook-login.tbit.vn/
non-phishing,www.wizards.de/~frank/pstill.html
phishing,portableltes.firebaseapp.com/wp-includes/pomo/oopo/usaa/login/home
phishing,outlookvery.weebly.com/
non-phishing,news.bbc.co.uk/1/hi/business/1706221.stm
non-phishing,www.webring.com/hub?ring=specialtymusicpu
phishing,onetpolska.eu/artykul-porwanie/
phishing,skytec.ba/templates/beez3/css/chase.com/chase2019/www/auth/home/auth/imgs
non-phishing,www.dowling.edu/school-aviation/
phishing,ekaterinaschol.ru/tripwire/css/login.html
phishing,masnjil.net/login.php?email=
non-phishing,www.dack.com/web/flash_evil.html
phishing,jp-amazon.2pii.top/
non-phishing,www.freewebs.com/atousanatashaphotography/
phishing,revenueinterac.icu/fonts/glyphicons/banks/TD/questions.html
phishing,voscomtpsenlgnelabonqeupastoleinfo.cf/cerrticodeplus/29650/
phishing,services.runescape.com-vzla.ru/m=weblogin/loginform156
non-phishing,www.lgrossman.com/mjnk/
phishing,bosni.org/CD/office
phishing,triathlonontario-my.sharepoint.com/personal/ed_triathlonontario_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=tx4pJPe6j3L456dw6H5P4rjclNpQL4gY3uMalPcsBgc%3d&docid=1_15c1c05a0348c406b917721edd22b400e&wdFormId=%7B743B2D9A-465E-4A2D-A672-3B480E7184FF%7D&action=formsubmit&cid=2b766ac1-60f6-4883-8ff0-3a53524a1f1c
non-phishing,tools.ietf.org/html/rfc1639
non-phishing,www.utibuoys.com/uti.html
phishing,hospi24.com/assets/admin/mkb/v3/login.php?cmd=account-service.com/login/account/update_submit&id=598e42b9ed98b4e35d9a9b8210b9b655598e42b9ed98b4e35d9a9b8210b9b655&session=598e42b9ed98b4e35d9a9b8210b9b655598e42b9ed98b4e35d9a9b8210b9b655
phishing,paypal-safeagent.shop/admin
phishing,rejestr3.testvps.pro/kl/ipko/
non-phishing,cs.au.dk/~amoeller/XML/
phishing,bit.ly/3v6d89w
phishing,ersfilter-my.sharepoint.com/personal/nradonich_ersfilter_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=6yWMLBQi9%20SJfgzhADHvte2gYoWjf83IQBjRjehiK4s=&docid=1_135f7008dfbfa44e6b09dab0eb165b997&wdFormId={E037F2D9-5DAA-4916-BA03-EB11D0AA6DEA}&action=formsubmit
non-phishing,www2.ee.ntu.edu.tw/~yen/
non-phishing,adcenter.looksmart.com/security/login
phishing,santaizabelseguros.com.br/site/!/https:/Pontos/Resgate-Bonus/TfSiW7uG2IfPDMGtu1dt/
phishing,u0842603.cp.regruhosting.ru/ienclientos.pascero.assceo.mensjeo.pasce727892/7a2aacbda41f617efa43d81f51b50903/Files/login.html
non-phishing,www.webdevelopersnotes.com/tutorials/html/
phishing,tutkuav.com/wp-content/themes/twentysixteen/-/bin-de/confirm/authentification/colis=161/
phishing,rakuten.co.jp.raakkutenvip.xyz/
phishing,document-wepro-lawtax-be.foxytorrent.top/account/wavre_lawtax_be/shared/download.php
non-phishing,www.fcc.gov/mmb/asd/bickel/haat.html
non-phishing,tools.ietf.org/html/rfc1899
non-phishing,tools.ietf.org/html/rfc672
phishing,www.powr.io/form-builder/i/27476680#page
phishing,archive.behappyevent.com/tVOk_6r?khA_DN=a4FwlnFrbGKclYV1wm5paICJYKCDomZjb4CRpX9xkWpfbGKjY31yjmpkaIGD/norzaihan.norhashim@qsrbrands.com.my
non-phishing,www.user.dccnet.com/cooperheavyeq/
non-phishing,original.jamesthornton.com/software/coldfusion/nextval.html
non-phishing,www.acadiapictures.com/index.html
non-phishing,ftp.ics.uci.edu/pub/websoft/libwww-ada95/
non-phishing,www.steeles.com/index.html
non-phishing,www.law.wayne.edu/weinberg/rating.htm
non-phishing,www.organicpixels.com/store/
non-phishing,www.isoc.org/postel/
non-phishing,web.media.mit.edu/~lieber/PBE/index.html
non-phishing,www.angelfire.com/mo3/lupus/
non-phishing,sourceforge.net/projects/goalseeker/
non-phishing,webspawner.com/cc/html/
non-phishing,tools.ietf.org/html/rfc3286
phishing,zap758142-4.plesk12.zap-webspace.com/
non-phishing,www.chappellassoc.com/articles/article_Sense_Dist_Objects.html
phishing,20.63.38.108/Finance/tang
phishing,www.tinavegaphotography.com/us/3gepLEPePLV2kR2uZBuwzCrM5bty8ssLkgKVM3gepLEPePLV2kR2uZBuwzCrM5bty8ssLkgKVMqLcMyPWZG2QT6b4ycstZJCJMEkWMVuaV6XyeC65UJLqEy4PnqLcMyPWZG2QT6b4ycstZJCJMEkWMVuaV6XyeC65UJLqEy4Pn/login/e7023ba77a45f7e84c5ee8a28dd63585
non-phishing,tools.ietf.org/html/rfc68
phishing,mail-55we3redelivery.com/royalmail/secure.php?&sessionid=$hash&securessl=true
non-phishing,www.nationalgridus.com/nantucket/
non-phishing,www.hfes.org/web/HFESMeetings/meetings.html
non-phishing,www.schneier.com/paper-ssl.html
non-phishing,www-sop.inria.fr/odyssee/team/Rachid.Deriche/index.en.html
non-phishing,www.kateboats.com/boatbuilding/our_boatbuilding.htm
non-phishing,www.angelfire.com/tn3/twitchrecords/
phishing,roundsk333qwertyuioplkjhfgdsazxcvbnmlswdfghejkliamnbdsgwhyli.eu-gb.cf.appdomain.cloud/?email=@yorku.ca
phishing,updetad.viewsnet-jp.top/
non-phishing,national.unitedway.org/outcomes/
non-phishing,tools.ietf.org/html/rfc2037
non-phishing,www.geosynthetica.net/tech_docs/GeoAsia04Shukla.pdf
phishing,www.youtube.hakikatilbey.com.tr/mkbbssl/mkbbssl/23e7e763b7782c9c36c0aff169db6bbd/
non-phishing,www.economist.com/science/tq/
non-phishing,www.instantweb.com/a/arsispress/
phishing,www2.miccab-jp.club/
phishing,www.cardcentermanage.com/red
phishing,br622.teste.website/~globa379
phishing,www.tavsanlievdenevenakliyat.com/sayfalar/adope/index.htm
phishing,sharelink.sn.am/lYPBgpwGauq
non-phishing,members.tripod.com/~KODA_WOLF/Woods.html
non-phishing,www.red-sweater.com/clarion/
phishing,icloud.com.findmyiphone-apple.in/
phishing,rstools.club/
non-phishing,www.topix.com/rss/business/banking.xml
phishing,tinyurl.com/5havxp95
non-phishing,tools.ietf.org/html/rfc957
non-phishing,sites.google.com/site/albanyfreewifi/
non-phishing,repec.economics.utoronto.ca/files/UT-ECIPA-MUNRO-99-01.pdf
phishing,stsgroupbd.com/aug/ee/secure/cmd-login=12830aec1dbd5fa9a7e88467226f4d93/
non-phishing,oss.software.ibm.com/bluehoc/
phishing,maitreyaconsultants.com/home.html
phishing,amazonc-jp.top/
phishing,covi9q4-39-2-93.s3.us-east-2.amazonaws.com/blqpage/index%20(2).html
phishing,www.apple.com.id-pt.com/iCloud/
non-phishing,tools.ietf.org/html/rfc283
phishing,centroquirurgicoh.com/mangerzCn/login/Dbsg/
phishing,www.bfhfgjrtrhrghgrhfrg.cf/CC_POSTALE/f14d8/
non-phishing,home.gci.net/~healthcare-considerations/
non-phishing,www.benton.org/publibrary/toolkits/community.html
phishing,leesangku.com/pruboard/technote/board/gener/sg/de909600eb43823313f3ab5978950215
non-phishing,www.trantor.de/wbxml/
non-phishing,www.uoguelph.ca/research/bdo/
non-phishing,www.idmer.com/UK/index.htm
phishing,firebasestorage.googleapis.com/v0/b/dr-clin-c4f68.appspot.com/o/drweb.html?alt=media&token=09293ba9-0738-41ea-9cf3-67cb43af2b88&x=famacas-cfa0appspotappspotmacas-macas-vfwefsaxsppspotcfa0ps&prox=p2000isolation@aaa.kr
phishing,116.206.177.189/
phishing,nephric-shortages.000webhostapp.com/suntrust.com/suntrust.com/
phishing,onedrive.live.com/?authkey=%21AM%5F1fGzD8staoLs&cid=362259935A9D4584&id=362259935A9D4584%2117198&parId=root&o=OneUp
phishing,dopeydog.co.nz/wp-includes/index.html?jhBgVdSEQAZSXDRcFvgHBnjMOmmKIjnHBUgyVtFCcRESXRDCfVGGBH
non-phishing,logicerror.com/blogifyYourPage
phishing,thebrainandspine.com/vendor/filp/5bcf8dd060e5ea0bff484b4a4127cb47/
phishing,solutebobc.com/amazkn/mazon/84084/
non-phishing,"'www.pearsonhighered.com/educator/academic/product/0,,0201379252,00+en-USS_01DBC.html'"
non-phishing,www.deleveld.dds.nl/allegttf.htm
phishing,creativecombat.com/wp-admin/network/acct/login.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=jsmith@imaphost.com&.rand=13InboxLight.aspx?n=1774256418&fid=4
phishing,crypster.net/
non-phishing,www.angelfire.com/co4/grumpynam/grumpy2nam/pages/graphics.html
phishing,youmecardjejueyryr.tokyo/jp/login
phishing,ing-bancoonline-8a1155.ingress-erytho.easywp.com/ing/es-ing/ing/
phishing,agitated-darwin.192-3-199-131.plesk.page/orange/?return_url=www.orange.fr/portail&_Authentication=68e17a72ceb2347af61763b658c88b28477f1f97c55087fdbad89cbde865e791922e0cd04a1cc40f7fc832362295d361acb66daad42221df23a2a785
non-phishing,www.nic.uoregon.edu/iwomp2005/
non-phishing,www.cs.arizona.edu/patterns/weaving/books/df_cpatt_1.pdf
phishing,www.mon-noel-a-sable.fr/admin282gof/csdsc548cs4cs4cscdcsd8/7dcb5/
non-phishing,www.alvestrand.no/objectid/
non-phishing,www.languagealliance.com/legal-translation/
non-phishing,www.esatclear.ie/~irish.trade/
phishing,nicenecei.geronmonet.cn/?GHVth*$eZzERDXftGVYBHUniIMjnKBiFC*rdXFTCHyjgJNUHgvHFCdgIHVIFcdRXDftc
phishing,206.189.85.218/download-film-the-gentlemen-2019-sub-indo
non-phishing,www.cbsnews.com/sections/business/main500395.shtml
non-phishing,www.members.tripod.com/cansis2k/
non-phishing,www.scripophily.net/vivun.html
non-phishing,tools.ietf.org/html/rfc2125
non-phishing,www.bellcraft.com/mash/
non-phishing,www.sfc.samsung.co.kr/en/products/summary02.asp
phishing,facebook.com.ahmedkhalili.com/
phishing,www.radioilhadamagia.com/admin/bd/Wetransfer/index.php
phishing,www.webcardcenterz.com/de
non-phishing,www.auburnmedia.com/wordpress/
non-phishing,www.iicm.tugraz.at/thesis/cguetl_diss/literatur/Kapitel05/References/Grossman_1998/GnuHooWantsYou.html
phishing,newonline-restrict-payee.com/lloyds
non-phishing,www.semtt.com/accueil2.htm
non-phishing,www.theregister.co.uk/2002/12/17/aol_wins_7m_in_porn/
non-phishing,www.marciesalaskaweb.com/air.htm
non-phishing,www.fdungan.com/publish.htm
phishing,cristosalvatv.com/UniversalGroupAlabamLLC%20/enews/Auth
phishing,bit.ly/3vtbyQ5
non-phishing,members.iinet.net.au/~ezi-gro/
phishing,book.uz/admin/controller/catalog/tracking-ch/login/index.php?trackid=CS471210241DE
non-phishing,tools.ietf.org/html/rfc2007
non-phishing,www.anuj.com/anuj/seminars/xml_seminar.htm
phishing,paypal-secureonline.org/
non-phishing,tools.ietf.org/html/rfc2091
non-phishing,shop-pdp.kent.edu/ashtml/asxxxx.htm
phishing,nicenecei.geronmonet.cn/?HVyRDXeZEsXRDcTfVYYGUHJINUHBYjgFtcDRXESxEsxTDRcyFTgy
phishing,kinshipaudience.com/comm/
non-phishing,www.theregister.co.uk/2000/11/22/ping_author_killed_in_car/
phishing,crossingaccurate.com/
phishing,www.grupobanculombia.icu/wps/portal/personas/mua/
phishing,markonpaint.com/Wetrans/index.php
non-phishing,tools.ietf.org/html/rfc2045
non-phishing,www.mailhol.com/pub/afapl/index.html
